209953, 86, 12705265, 2257723, 1623590, 387791, 12989231, 132523, 42303, 1305771, 1624813, 31655459, 
275579, 123, 12359576, 2268940, 1621852, 392849, 12975994, 137047, 46288, 1308949, 1623222, 31388567, 
220852, 223, 12591672, 2274405, 1622825, 391430, 13084505, 141019, 43973, 1312538, 1624184, 31684801, 
413745, 300, 26063827, 1391520, 1839387, 613316, 11750321, 257046, 63605, 670583, 1840009, 43064272, 
337886, 257, 26217840, 1390019, 1833097, 591328, 11699602, 266403, 56403, 674209, 1834172, 43068119, 
455010, 243, 25908150, 1401692, 1839332, 593690, 12159790, 256155, 55868, 676635, 1840342, 43347575, 
640238, 503, 46549885, 1077667, 3224179, 934344, 10587045, 383323, 96696, 336071, 3224541, 63830313, 
670622, 109, 47229334, 1051764, 3176010, 924816, 10587194, 390725, 105690, 326966, 3176382, 64463602, 
691249, 112, 46625113, 1061695, 3145648, 924401, 10714888, 384171, 100874, 334689, 3146014, 63983206, 
1370158, 53, 76846427, 1223346, 3661931, 1889200, 9837952, 691588, 260301, 176661, 3662124, 95957810, 
1340753, 57, 76401483, 1210393, 3395829, 1868113, 9777741, 688924, 265904, 175627, 3396025, 95125020, 
1374181, 51, 76907003, 1225620, 3731132, 1892484, 9787912, 693194, 257157, 172165, 3731332, 96041099, 
