20396691,  138258164,  260725105,  246456778,  236881173,  8722757,  247003517,
20919322,  138340188,  261817012,  246289905,  239009407,  8905877,  247003517,
20973894,  137237332,  259865480,  246565805,  238464946,  8652120,  247003517,
17855788,  135335292,  282332930,  254551400,  248129006,  9282544,  247003517,
16857327,  136211973,  282238773,  254873479,  247864375,  9575973,  247003517,
17643073,  135667649,  279733992,  255136855,  247855900,  10158689,  247003517,
17891796,  135452440,  333395485,  277707465,  268319473,  10492056,  247003517,
17689412,  135792208,  332009059,  278202355,  269917488,  10209354,  247003517,
17940986,  135860767,  333315029,  278571362,  271043622,  10240795,  247003517,
22704924,  140584199,  494337257,  322928762,  313763065,  10702978,  247003517,
23144008,  142344187,  493518203,  324096466,  313958077,  11123619,  247003517,
22853603,  140555477,  496078307,  323338773,  315050337,  10924984,  247003517,
