32768, 256, 30, 809151, 0, 1.12442e+08, 3.6293e+07, 6.50182e+07, 2.73895e+06, 83395, 2.17385e+08, 5258, 1.12241e+06, 5.76575e+06, 55056, 9.96871e+07, 5.7358e+06, 0, 71022, 1.12442e+08, 68, 0, 0, 974910, 3.30402e+07, 1, 2.23936e+06, 38491, 3.6293e+07, 
32768, 256, 30, 778751, 0, 1.14146e+08, 3.56858e+07, 6.32433e+07, 2.73979e+06, 83395, 2.16677e+08, 5094, 1.11775e+06, 5.7962e+06, 53998, 1.01318e+08, 5.78273e+06, 0, 72003, 1.14146e+08, 56, 0, 5, 974035, 3.24738e+07, 3, 2.19963e+06, 38349, 3.56858e+07, 
32768, 256, 33, 755182, 0, 1.13285e+08, 3.6244e+07, 6.20629e+07, 2.74349e+06, 83014, 2.15174e+08, 5195, 1.11962e+06, 5.98119e+06, 66929, 1.00278e+08, 5.76194e+06, 0, 72072, 1.13285e+08, 54, 0, 5, 983282, 3.30107e+07, 2, 2.21123e+06, 38676, 3.6244e+07, 
32768, 512, 35, 1.37212e+06, 0, 1.98812e+08, 8.01528e+07, 6.0701e+07, 4.39798e+06, 107384, 3.45543e+08, 1607, 1.00623e+06, 6.07508e+06, 79251, 1.85552e+08, 6.02519e+06, 0, 72631, 1.98812e+08, 71, 0, 0, 997828, 7.63183e+07, 2, 2.79802e+06, 38540, 8.01527e+07, 
32768, 512, 41, 1.41508e+06, 0, 1.96132e+08, 8.12212e+07, 5.9415e+07, 4.34464e+06, 108577, 3.42636e+08, 1478, 1.00849e+06, 6.16714e+06, 83703, 1.82774e+08, 6.02462e+06, 0, 72461, 1.96132e+08, 52, 0, 2, 1.00258e+06, 7.73728e+07, 3, 2.8072e+06, 38521, 8.12212e+07, 
32768, 512, 43, 1.41517e+06, 0, 1.96413e+08, 8.12211e+07, 6.02943e+07, 4.42385e+06, 107484, 3.43875e+08, 1472, 1.00664e+06, 6.20479e+06, 84069, 1.83039e+08, 6.00463e+06, 0, 72831, 1.96413e+08, 70, 0, 2, 1.00685e+06, 7.73788e+07, 6, 2.79679e+06, 38633, 8.12211e+07, 
32768, 1024, 36, 2.6728e+06, 0, 3.27538e+08, 1.57618e+08, 5.91864e+07, 7.34713e+06, 116438, 5.54478e+08, 726, 963809, 6.48582e+06, 101084, 3.13778e+08, 6.13692e+06, 0, 71594, 3.27538e+08, 51, 0, 0, 1.06662e+06, 1.52108e+08, 3, 4.40404e+06, 38529, 1.57618e+08, 
32768, 1024, 30, 2.62686e+06, 0, 3.29073e+08, 1.6096e+08, 5.8642e+07, 7.15061e+06, 115373, 5.58568e+08, 762, 965303, 6.42446e+06, 101967, 3.15351e+08, 6.15772e+06, 0, 71975, 3.29073e+08, 46, 0, 0, 1.06753e+06, 1.55479e+08, 2, 4.37434e+06, 38919, 1.6096e+08, 
32768, 1024, 34, 2.62788e+06, 0, 3.27901e+08, 1.58185e+08, 5.87235e+07, 7.06088e+06, 116647, 5.54615e+08, 720, 966192, 6.31601e+06, 99005, 3.14289e+08, 6.15796e+06, 0, 71867, 3.27901e+08, 58, 0, 0, 1.06475e+06, 1.52597e+08, 0, 4.48451e+06, 38729, 1.58185e+08, 
32768, 2048, 33, 5.28715e+06, 0, 5.67026e+08, 3.28568e+08, 5.77955e+07, 1.37354e+07, 114478, 9.72527e+08, 358, 969405, 6.56754e+06, 135806, 5.53174e+08, 6.1093e+06, 0, 69617, 5.67026e+08, 46, 0, 2, 1.13297e+06, 3.18992e+08, 4, 8.40452e+06, 39017, 3.28568e+08, 
32768, 2048, 32, 5.2469e+06, 0, 5.6611e+08, 3.26133e+08, 5.76855e+07, 1.36199e+07, 113740, 9.68909e+08, 346, 969821, 6.5389e+06, 142285, 5.52216e+08, 6.17184e+06, 0, 70325, 5.6611e+08, 36, 0, 0, 1.12808e+06, 3.16538e+08, 2, 8.42793e+06, 38940, 3.26133e+08, 
32768, 2048, 29, 5.3188e+06, 0, 5.7137e+08, 3.29059e+08, 5.75664e+07, 1.37693e+07, 113414, 9.77197e+08, 341, 971327, 6.54268e+06, 133719, 5.57444e+08, 6.20761e+06, 0, 69588, 5.7137e+08, 38, 0, 0, 1.13252e+06, 3.19502e+08, 3, 8.38577e+06, 38931, 3.29059e+08, 
