19208743,  23772328,  32081501,  30245369,  26418410,  40674765,  276239153,
19473235,  23757825,  32085370,  30581573,  27264118,  40721917,  276372775,
19391958,  23603198,  31630251,  29565401,  26717075,  40776557,  277526130,
19463193,  24211212,  32411044,  30367742,  26798272,  41022676,  277526130,
19393164,  24729211,  32503491,  30112597,  26326392,  41008261,  277526130,
19000106,  29036471,  46054035,  39869644,  32271253,  42505958,  0,
18832928,  28090424,  45852951,  40056432,  32708402,  41264828,  0,
19057699,  28140828,  46220263,  39202934,  33808772,  41042479,  0,
19066108,  28352837,  45863079,  40079178,  32192100,  41479267,  0,
18994036,  28322656,  46223672,  39943715,  33407103,  41529835,  0,
23893052,  42107103,  79925056,  64369164,  50475525,  41199356,  0,
23694002,  41444353,  79291825,  64821950,  49743195,  41250453,  0,
22875360,  42045298,  79693372,  64457691,  50393355,  41156807,  0,
23808581,  41383171,  79378415,  64582551,  48929816,  41259962,  0,
22726837,  41650624,  79111197,  64204743,  53173201,  40835821,  0,
32851753,  69438166,  148783270,  114771558,  86153733,  40826409,  0,
33631227,  68070081,  147659309,  117867637,  85429552,  41334545,  0,
33297787,  70570087,  151066539,  116927458,  86461414,  41091081,  0,
34293848,  68835678,  149849637,  117902653,  85184871,  41548004,  0,
34031727,  70805421,  150765623,  116813103,  86345021,  41123943,  0,
