52300, 94, 2281548, 348811, 418506, 272857, 15005220, 174601, 35369, 88535, 419767, 18679102, 
50101, 3906, 2636192, 353130, 423312, 296305, 15241374, 183721, 44374, 91531, 424594, 19325228, 
50464, 5626, 2363870, 353487, 422258, 289380, 15000028, 182139, 42948, 92466, 423477, 18803885, 
54043, 4091, 2656301, 348577, 420032, 279594, 14926805, 179635, 42711, 94469, 421298, 19007524, 
58704, 208, 2865288, 728289, 865602, 655414, 12587401, 285348, 51767, 83078, 866307, 18181804, 
50032, 10602, 3133852, 691803, 813383, 664416, 12657582, 287066, 52960, 85729, 814091, 18448133, 
52516, 8955, 2881943, 729908, 862847, 679099, 12706220, 291293, 55616, 83100, 863602, 18352252, 
56700, 10338, 3138788, 704668, 815277, 698395, 13019914, 296248, 49652, 83153, 816000, 18873856, 
67327, 1058, 4493798, 1551205, 1771543, 1486506, 12178265, 470789, 74202, 75332, 1771926, 22170408, 
57841, 19182, 5133940, 1491066, 1757230, 1471331, 11950490, 471615, 74419, 76118, 1757602, 22503604, 
57915, 19714, 4494463, 1525879, 1778042, 1492939, 11968204, 473235, 78264, 76822, 1778451, 21965886, 
62749, 18169, 5164212, 1489397, 1751780, 1478469, 11905350, 469073, 76444, 76811, 1752153, 22492827, 
73900, 3948, 7734815, 3186581, 3931051, 3334611, 11554125, 941216, 172723, 67450, 3931250, 31000619, 
59494, 36737, 8438113, 3251395, 3919808, 3285368, 11609859, 946213, 171341, 69793, 3920024, 31788337, 
57070, 38806, 7768115, 3286601, 3923812, 3270958, 11677496, 942410, 188815, 67617, 3924042, 31221930, 
60441, 36888, 8614945, 3208314, 3926317, 3301115, 11672220, 959472, 174024, 67657, 3926527, 32021603, 
