32768, 256, 95, 1.24426e+06, 0, 3.09489e+07, 2.99450e+07, 1.1521e+08, 3.25514e+06, 232220, 1.80836e+08, 5482, 231058, 455705, 8580, 2.62515e+07, 3.93243e+06, 0, 64111, 3.09489e+07, 357, 0, 21, 272238, 1.98036e+07, 9, 9.83274e+06, 36014, 2.9945e+07, 
32768, 256, 24387, 1.22632e+06, 0, 3.13475e+07, 3.00103e+07, 1.17991e+08, 3.37768e+06, 225119, 1.84202e+08, 10059, 230407, 466938, 7485, 2.64831e+07, 4.0853e+06, 0, 64183, 3.13474e+07, 223, 0, 9, 276381, 1.98911e+07, 26, 9.80639e+06, 36100, 3.00102e+07, 
32768, 256, 19010, 1.25834e+06, 0, 3.1986e+07, 3.01891e+07, 1.17159e+08, 3.32795e+06, 224344, 1.84164e+08, 9591, 229965, 456753, 5431, 2.69849e+07, 4.23466e+06, 0, 64641, 3.1986e+07, 242, 0, 4, 275871, 2.00716e+07, 12, 9.8054e+06, 35897, 3.01891e+07, 
32768, 256, 19098, 1.23513e+06, 0, 3.21612e+07, 3.02017e+07, 1.16477e+08, 3.37011e+06, 224248, 1.83689e+08, 9291, 229954, 460687, 5967, 2.71553e+07, 4.23593e+06, 0, 64048, 3.21611e+07, 252, 0, 5, 275060, 2.00949e+07, 29, 9.79521e+06, 36154, 3.02016e+07, 
32768, 512, 199, 2.11756e+06, 0, 5.79161e+07, 6.33971e+07, 9.48015e+07, 4.9482e+06, 218979, 2.234e+08, 17951, 209514, 463316, 13168, 5.22856e+07, 4.86053e+06, 0, 66004, 5.7916e+07, 170, 0, 18, 278918, 4.14391e+07, 2, 2.16431e+07, 35757, 6.33971e+07, 
32768, 512, 34824, 2.07075e+06, 0, 5.79163e+07, 6.34959e+07, 9.47174e+07, 4.95083e+06, 206721, 2.23393e+08, 15293, 207028, 461687, 14803, 5.2227e+07, 4.92452e+06, 0, 65901, 5.79163e+07, 227, 0, 19, 279913, 4.15206e+07, 13, 2.16593e+07, 35893, 6.34959e+07, 
32768, 512, 34105, 2.09391e+06, 0, 5.7873e+07, 6.33199e+07, 9.474e+07, 4.93474e+06, 208232, 2.23204e+08, 16714, 207418, 465056, 12933, 5.22307e+07, 4.87416e+06, 0, 65927, 5.7873e+07, 184, 0, 48, 279883, 4.1394e+07, 17, 2.16101e+07, 35689, 6.33199e+07, 
32768, 512, 62932, 2.0911e+06, 0, 5.76176e+07, 6.33557e+07, 9.48099e+07, 4.92287e+06, 207611, 2.23068e+08, 14934, 207355, 461761, 12446, 5.20294e+07, 4.826e+06, 0, 65685, 5.76176e+07, 178, 0, 14, 279466, 4.14118e+07, 0, 2.16286e+07, 35605, 6.33557e+07, 
32768, 1024, 526, 4.3641e+06, 0, 1.09072e+08, 1.26795e+08, 8.83344e+07, 9.08678e+06, 218988, 3.37872e+08, 9618, 203440, 478368, 29565, 1.01711e+08, 6.57633e+06, 0, 63861, 1.09072e+08, 120, 0, 8, 298228, 8.11407e+07, 15, 4.53202e+07, 35947, 1.26795e+08, 
32768, 1024, 66578, 4.3387e+06, 0, 1.08669e+08, 1.26635e+08, 8.85171e+07, 9.07953e+06, 200976, 3.37507e+08, 4082, 198979, 482792, 28677, 1.01477e+08, 6.4136e+06, 0, 63775, 1.08669e+08, 121, 0, 16, 297355, 8.10548e+07, 5, 4.5247e+07, 35875, 1.26635e+08, 
32768, 1024, 95063, 4.32239e+06, 0, 1.08302e+08, 1.26565e+08, 8.86819e+07, 9.0876e+06, 205457, 3.37259e+08, 7942, 198272, 477946, 27372, 1.01185e+08, 6.34137e+06, 0, 64086, 1.08302e+08, 90, 0, 4, 296833, 8.08395e+07, 4, 4.53927e+07, 35928, 1.26565e+08, 
32768, 1024, 65727, 4.36342e+06, 0, 1.08132e+08, 1.26389e+08, 8.84032e+07, 9.10814e+06, 202590, 3.36664e+08, 3797, 199313, 485655, 27263, 1.01082e+08, 6.27002e+06, 0, 63852, 1.08132e+08, 104, 0, 18, 296477, 8.07714e+07, 20, 4.52854e+07, 35858, 1.26389e+08, 
32768, 2048, 373, 8.57136e+06, 0, 2.12437e+08, 1.01957e+09, 8.99507e+07, 1.77201e+07, 265770, 1.34852e+09, 2258, 202265, 553120, 49532, 2.0217e+08, 9.39752e+06, 0, 62362, 2.12437e+08, 73, 0, 15, 332945, 7.32869e+08, 28, 2.86336e+08, 36242, 1.01957e+09, 
32768, 2048, 33684, 8.62383e+06, 0, 2.0518e+08, 2.55348e+08, 8.78418e+07, 1.73437e+07, 246431, 5.74618e+08, 1133, 209534, 521549, 49491, 1.95269e+08, 9.0674e+06, 0, 62060, 2.0518e+08, 60, 0, 39, 309058, 1.54621e+08, 4, 1.00382e+08, 35894, 2.55348e+08, 
32768, 2048, 34551, 8.55767e+06, 0, 2.04924e+08, 2.53852e+08, 8.74865e+07, 1.72181e+07, 238776, 5.72311e+08, 1259, 206515, 501259, 51046, 1.94698e+08, 9.40389e+06, 0, 62173, 2.04924e+08, 51, 0, 4, 308306, 1.54098e+08, 36, 9.94097e+07, 35828, 2.53852e+08, 
32768, 2048, 40812, 8.63349e+06, 0, 2.05413e+08, 2.54413e+08, 8.83452e+07, 1.73676e+07, 239963, 5.74453e+08, 819, 206943, 507423, 49763, 1.95357e+08, 9.22959e+06, 0, 62145, 2.05413e+08, 48, 0, 38, 309319, 1.54692e+08, 18, 9.93762e+07, 35827, 2.54413e+08, 
