32768  32768  32  22795117  22505665  0
32768  32768  64  12386765  12424828  0
32768  32768  96  9750736  9855121  0
32768  32768  128  8090975  8276580  2624569
32768  32768  160  9120107  9422457  0
32768  32768  192  8067882  8665934  0
32768  32768  224  7540802  8331428  0
32768  32768  256  7043653  8129311  0
32768  32768  288  6805817  8144570  0
32768  32768  320  6378910  8018002  0
32768  32768  352  6190896  8130858  0
32768  32768  384  5982258  8221293  0
32768  32768  416  5860311  8390816  0
32768  32768  448  5657778  8490511  0
32768  32768  480  5555450  8686615  0
32768  32768  512  5442541  8862489  0
32768  32768  640  5127728  9739497  0
32768  32768  768  4912973  10699831  0
32768  32768  896  4753666  11721710  0
32768  32768  1024  4650440  12839767  0
32768  32768  1152  4584105  13895609  0
32768  32768  1280  4518377  15018695  0
32768  32768  1408  4444435  16125278  0
32768  32768  1536  4405385  17246731  0
32768  32768  1664  4409658  18360804  0
32768  32768  1792  4354807  19522772  0
32768  32768  1920  4325502  20743944  0
32768  32768  2048  4295414  21899898  0
