16384  16384  32  3836241  3764660  0
16384  16384  64  2241392  2199043  0
16384  16384  96  1786841  1760533  0
16384  16384  128  1458136  1542749  494040
16384  16384  160  1696698  1856509  0
16384  16384  192  1566426  1759256  0
16384  16384  224  1515464  1754332  0
16384  16384  256  1444680  1740740  0
16384  16384  288  1377293  1754733  0
16384  16384  320  1329265  1775551  0
16384  16384  352  1262770  1828437  0
16384  16384  384  1233025  1913213  0
16384  16384  416  1192294  1974406  0
16384  16384  448  1171331  2068834  0
16384  16384  480  1292729  2179249  0
16384  16384  512  1141996  2284996  0
16384  16384  640  1107385  2710338  0
16384  16384  768  1061402  3183880  0
16384  16384  896  1046000  3672551  0
16384  16384  1024  1034500  4194148  0
16384  16384  1152  1004986  4683800  0
16384  16384  1280  999673  5211059  0
16384  16384  1408  990795  5702724  0
16384  16384  1536  1008107  6236633  0
16384  16384  1664  992268  6789574  0
16384  16384  1792  1004324  7310056  0
16384  16384  1920  991840  7787998  0
16384  16384  2048  1007261  8411565  0
