1222753080,  35538622,  34832548,  8089912,
12929669,  43377967,  42821503,  8198082,
11487630,  66130377,  64502703,  7660654,
13339821,  102896308,  101763874,  7432874,
19675730,  188059269,  185585307,  7267095,
