1244266661,  29680242,  28767139,  8378637,
13586294,  35314431,  34383433,  8492389,
11043079,  49549174,  48832476,  7985680,
11730438,  75261635,  73839020,  8130388,
16609018,  133792885,  131251610,  7604630,
