0,  0,  548247,  0,  0,  99943,  87173,
0,  0,  92402,  0,  0,  17850,  87983,
0,  0,  96185,  0,  0,  18177,  422767,
0,  0,  1779161,  0,  0,  50895,  0,
0,  0,  1088128,  0,  0,  16989,  0,
0,  0,  786835,  0,  0,  17623,  0,
0,  0,  913469,  0,  0,  17284,  0,
0,  0,  92128,  0,  0,  17695,  0,
0,  0,  91110,  0,  0,  18216,  0,
0,  0,  1545255,  0,  0,  242424,  995308,
0,  0,  257290,  0,  0,  65730,  915135,
0,  0,  257566,  0,  0,  64257,  920437,
0,  0,  270587,  0,  0,  64825,  0,
0,  0,  259701,  0,  0,  63421,  0,
0,  0,  260298,  0,  0,  63848,  0,
0,  0,  304837,  0,  0,  62325,  0,
0,  0,  301550,  0,  0,  61830,  0,
0,  0,  301291,  0,  0,  61496,  0,
0,  0,  1019192,  0,  0,  453127,  3128446,
0,  0,  504821,  0,  0,  109504,  3117756,
0,  0,  507738,  0,  0,  111816,  3467965,
0,  0,  513644,  0,  0,  272006,  0,
0,  0,  511031,  0,  0,  110482,  0,
0,  0,  537033,  0,  0,  106992,  0,
0,  0,  623468,  0,  0,  105218,  0,
0,  0,  620944,  0,  0,  102798,  0,
0,  0,  622422,  0,  0,  102058,  0,
0,  0,  1931863,  0,  0,  249697,  6684355,
0,  0,  824352,  0,  0,  172588,  6633965,
0,  0,  1174860,  0,  0,  180678,  6648694,
0,  0,  1302878,  0,  0,  182516,  0,
0,  0,  877110,  0,  0,  180279,  0,
0,  0,  885819,  0,  0,  175764,  0,
0,  0,  1062260,  0,  0,  176536,  0,
0,  0,  1054633,  0,  0,  178670,  0,
0,  0,  1059554,  0,  0,  176103,  0,
0,  0,  50230402,  0,  0,  1018554,  14289009,
0,  0,  50513166,  0,  0,  302755,  14176886,
0,  0,  50851430,  0,  0,  302246,  14234907,
0,  0,  32584189,  0,  0,  289799,  0,
0,  0,  32565297,  0,  0,  943209,  0,
0,  0,  31359420,  0,  0,  1015544,  0,
0,  0,  16062311,  0,  0,  334466,  0,
0,  0,  16389876,  0,  0,  514208,  0,
0,  0,  16002787,  0,  0,  301744,  0,
0,  0,  60020508,  0,  0,  479124,  22149890,
0,  0,  60024654,  0,  0,  508185,  21904033,
0,  0,  60821331,  0,  0,  407829,  21895396,
0,  0,  37918096,  0,  0,  414396,  0,
0,  0,  38126994,  0,  0,  3013345,  0,
0,  0,  37578825,  0,  0,  622160,  0,
0,  0,  19811523,  0,  0,  3579342,  0,
0,  0,  17920995,  0,  0,  1035234,  0,
0,  0,  19147053,  0,  0,  1318345,  0,
0,  0,  70435156,  0,  0,  1628639,  34450518,
0,  0,  71079383,  0,  0,  532325,  34421064,
0,  0,  70637906,  0,  0,  524782,  34365210,
0,  0,  44574903,  0,  0,  526587,  0,
0,  0,  45117733,  0,  0,  544999,  0,
0,  0,  45370813,  0,  0,  1199661,  0,
0,  0,  22149809,  0,  0,  3648433,  0,
0,  0,  22132050,  0,  0,  582275,  0,
0,  0,  20534710,  0,  0,  894389,  0,
0,  0,  80246453,  0,  0,  4008758,  46108556,
0,  0,  81035668,  0,  0,  752730,  45971066,
0,  0,  80726784,  0,  0,  752998,  45809365,
0,  0,  51066300,  0,  0,  793590,  0,
0,  0,  50402656,  0,  0,  770401,  0,
0,  0,  51517877,  0,  0,  1327648,  0,
0,  0,  26363919,  0,  0,  926967,  0,
0,  0,  25216088,  0,  0,  894948,  0,
0,  0,  27106545,  0,  0,  1053868,  0,
0,  0,  92445009,  0,  0,  1691002,  70714827,
0,  0,  91101952,  0,  0,  923615,  70253133,
0,  0,  90909008,  0,  0,  948272,  70683388,
0,  0,  57693936,  0,  0,  917876,  0,
0,  0,  57400584,  0,  0,  1981010,  0,
0,  0,  56919569,  0,  0,  1400801,  0,
0,  0,  29552140,  0,  0,  965976,  0,
0,  0,  28660359,  0,  0,  957552,  0,
0,  0,  29775368,  0,  0,  937792,  0,
