483937, 366, 25553334, 203195540, 30683366, 0, 93375188, 1735000, 268298, 0, 13003, 355308032,
445946, 111, 25826927, 199316933, 26320378, 0, 93096799, 1718406, 266181, 0, 10412, 347002093,
459746, 140, 25171008, 198978300, 27963493, 0, 91278960, 1752881, 265835, 0, 11475, 345881838,
817139, 238, 23062121, 99024396, 25549389, 0, 84696009, 1513931, 247609, 0, 4932, 234915764,
738011, 390, 19816055, 97740073, 21210158, 0, 84450895, 1380204, 244570, 0, 5347, 225585703,
771971, 242, 23044006, 97735195, 24246215, 0, 84819673, 1497382, 244055, 0, 5567, 232364306,
1404650, 810, 17499979, 50312371, 30434021, 0, 82915885, 1479238, 237334, 0, 2666, 184286954,
1365203, 867, 18138233, 50666969, 30891138, 0, 82215915, 1680226, 237109, 0, 2673, 185198333,
1350551, 696, 18022259, 51240548, 27082059, 0, 82604265, 1482314, 236667, 0, 2624, 182021983,
2536166, 697, 29193726, 26161347, 23525013, 0, 80768694, 2584842, 226709, 0, 1627, 164998821,
2793398, 180, 29819058, 25935680, 21891471, 0, 81186735, 2643412, 225486, 0, 1817, 164497237,
2791257, 102, 30690169, 26031453, 21970714, 0, 80833923, 2605335, 224163, 0, 1773, 165148889,
