662747, 266, 92596923, 99826484, 3960204, 4647146, 217115468, 652302, 296268, 0, 20240, 419778048, 
716256, 178, 96103617, 99780579, 4242871, 4749300, 217178982, 624130, 291998, 0, 20021, 423707932, 
674592, 183, 97204666, 99768762, 3890808, 4730583, 219544966, 632960, 296284, 0, 19644, 426763448, 
1344331, 419, 59021848, 52324835, 4366670, 3575817, 215208735, 1027068, 260081, 0, 10865, 337140669, 
1385027, 227, 57018132, 52244128, 4401364, 3628848, 215112508, 1030187, 268247, 0, 11368, 335100036, 
1306764, 213, 59482347, 52016830, 4538223, 3574842, 214297566, 1022624, 256501, 0, 11334, 336507244, 
6050161, 208, 61273533, 27335507, 4664944, 4370701, 214677072, 2010080, 277118, 0, 6120, 320665444, 
5880606, 213, 58583294, 27097603, 4611980, 4323056, 213413020, 2301913, 275022, 0, 6235, 316492942, 
6436858, 233, 60025543, 27204319, 4598670, 4309890, 215583247, 2235649, 273444, 0, 6064, 320673917, 
11629558, 115, 54461670, 15217069, 6014432, 5478689, 212162308, 3686982, 400717, 0, 3004, 309054544, 
11224527, 2718, 56416506, 15676672, 5931642, 5448860, 213275375, 3786482, 394333, 0, 2880, 312159995, 
11844181, 2591, 57251323, 15602157, 5928107, 5398827, 214329382, 3887959, 394352, 0, 2882, 314641761, 
