87224411,  136454963,  0,  333059356,  332322828,  242294977,  55049668,  680961568,
86851958,  131140055,  0,  333059435,  334148426,  243931958,  39542262,  683080714,
87512644,  131311276,  0,  335215191,  326733691,  242958630,  88650945,  679469757,
67312025,  112107839,  0,  396210339,  365461644,  266467641,  80273539,  0,
68234722,  114762714,  0,  396791913,  365546963,  267668038,  94673857,  0,
67450298,  109045831,  0,  396214203,  362467696,  267428125,  134756334,  0,
64921249,  118559944,  0,  505395893,  429803743,  318311088,  49279868,  0,
66106115,  117160753,  0,  506286522,  453965096,  319223247,  50948125,  0,
66592911,  117455070,  0,  505244607,  434447555,  319487331,  47477438,  0,
66831987,  95647561,  0,  748448668,  506096617,  421591861,  61837793,  0,
69091559,  91383688,  0,  746380059,  504339667,  422302338,  39720081,  0,
66750967,  96041366,  0,  747751655,  504984982,  422922167,  38309460,  0,
