32,  41259,  8796,  16505,  6460,
32,  1789,  7239,  17258,  4821,
32,  1968,  2402,  16424,  3541,
32,  1874,  2324,  16075,  2160,
32,  2553,  2545,  16737,  2128,
32,  1789,  925,  15881,  2147,
32,  1748,  964,  16123,  2108,
32,  2095,  1026,  16274,  2224,
32,  1782,  908,  16633,  2126,
32,  1802,  900,  16311,  2204,
32,  1723,  1000,  16296,  2143,
32,  3332,  1030,  17656,  2287,
32,  1602,  1053,  17356,  2265,
32,  1619,  994,  19505,  5723,
32,  1667,  1055,  16355,  2305,
32,  1476,  1030,  16006,  6462,
32,  2555,  1825,  15109,  15148,
32,  1705,  892,  15532,  1840,
32,  1494,  922,  23809,  1873,
32,  1616,  5824,  15831,  1816,
32,  1621,  885,  15892,  1832,
32,  2278,  2750,  17847,  14434,
32,  1507,  920,  18151,  2338,
32,  1541,  996,  17301,  1838,
32,  2569,  6580,  15834,  8483,
32,  1587,  1197,  15450,  3631,
32,  1552,  886,  15596,  2015,
32,  1645,  892,  15059,  2579,
32,  1800,  1034,  15560,  2033,
32,  1705,  927,  17498,  6973,
32,  4775,  919,  15619,  1934,
32,  1579,  940,  16872,  1919,
32,  1475,  973,  16178,  6702,
32,  2116,  1702,  15531,  5509,
32,  1503,  1652,  15477,  2745,
32,  2108,  992,  15288,  6632,
32,  1724,  974,  15090,  1846,
32,  1525,  1022,  15130,  5298,
32,  5681,  994,  16432,  3509,
32,  1605,  1007,  18427,  2344,
32,  1533,  888,  14617,  2281,
32,  1801,  2225,  15615,  4215,
32,  1622,  1960,  15256,  2501,
32,  1624,  1051,  15487,  1871,
32,  1654,  926,  18143,  1920,
32,  1591,  1059,  17086,  14454,
32,  1549,  3143,  17462,  1918,
32,  10704,  908,  14726,  2313,
32,  1519,  943,  14542,  1886,
32,  1536,  4271,  17505,  3428,
64,  3747,  4068,  64749,  1878,
64,  3459,  3112,  54516,  2903,
64,  3649,  2226,  35258,  1174,
64,  3464,  2188,  59942,  1206,
64,  3653,  2465,  55020,  1175,
64,  3506,  7520,  35471,  1176,
64,  3219,  2173,  38325,  1152,
64,  4668,  11683,  70165,  6024,
64,  3675,  2992,  45086,  2728,
64,  3660,  2230,  51257,  1403,
64,  3453,  2434,  60740,  6150,
64,  7666,  2434,  38807,  1306,
64,  3420,  2369,  47420,  2787,
64,  3574,  2814,  52706,  1715,
64,  3456,  2303,  39446,  1463,
64,  3796,  2463,  51370,  1396,
64,  3456,  2391,  60034,  1195,
64,  3937,  2387,  35331,  1205,
64,  3471,  2431,  55150,  3243,
64,  3607,  2401,  57424,  1736,
64,  16898,  2346,  44166,  1202,
64,  3589,  2196,  37290,  1787,
64,  3284,  2311,  34353,  3033,
64,  4162,  2316,  64464,  1445,
64,  4175,  2307,  51938,  1411,
64,  3460,  2299,  43378,  1405,
64,  3672,  2244,  56462,  3103,
64,  3271,  2364,  55358,  1265,
64,  3579,  2477,  38810,  1457,
64,  3651,  2380,  50775,  1308,
64,  3626,  2906,  55159,  1284,
64,  3675,  2373,  32023,  1235,
64,  3506,  2975,  47159,  3024,
64,  3973,  3555,  40564,  1653,
64,  3916,  25559,  76268,  1368,
64,  3888,  2614,  59686,  1293,
64,  3889,  2538,  35994,  1382,
64,  3565,  2388,  56333,  1855,
64,  3617,  2470,  41039,  1300,
64,  3742,  2465,  44661,  1329,
64,  3744,  2280,  41882,  1270,
64,  3737,  12119,  50668,  2030,
64,  3814,  2544,  53301,  1393,
64,  3624,  2374,  48976,  1313,
64,  3831,  2436,  42968,  1291,
64,  3563,  4447,  55673,  1862,
64,  3908,  2384,  49814,  1371,
64,  3771,  2362,  35162,  1262,
64,  3406,  2337,  35660,  1270,
64,  3570,  2341,  43654,  1327,
128,  8654,  7919,  78003,  8360,
128,  9273,  8327,  75194,  2839,
128,  8638,  10879,  85581,  2622,
128,  8433,  8074,  62511,  2500,
128,  8971,  8360,  47063,  2576,
128,  9628,  8663,  44058,  4064,
128,  8821,  8339,  50600,  4057,
128,  9368,  8577,  43443,  2613,
128,  9081,  8288,  47261,  13802,
128,  9074,  8383,  83426,  5188,
128,  9136,  8007,  66863,  2802,
128,  8591,  7771,  49778,  2653,
128,  8924,  7793,  47721,  2436,
128,  10672,  8103,  39134,  2443,
128,  8283,  8428,  63026,  3086,
128,  8689,  7953,  41990,  2627,
128,  8747,  8120,  59358,  4098,
128,  9667,  10202,  66514,  6177,
128,  9483,  8233,  47594,  2615,
128,  94989,  8451,  48235,  2643,
128,  9159,  8565,  53532,  2584,
128,  47141,  8658,  82983,  2727,
128,  11644,  13814,  70085,  2694,
128,  9314,  8581,  67270,  2714,
128,  9156,  7774,  46542,  2506,
128,  8484,  8221,  49789,  3738,
128,  8219,  7696,  75137,  2842,
128,  7968,  7784,  61288,  3508,
128,  9490,  8415,  91786,  2675,
128,  8999,  8532,  61071,  2631,
128,  8883,  11422,  76316,  4782,
128,  9450,  8752,  54357,  2510,
128,  9122,  8559,  42148,  2669,
128,  9707,  8485,  81138,  5382,
128,  9745,  8447,  78787,  3885,
128,  9474,  8164,  75039,  2730,
128,  12245,  8051,  63714,  2683,
128,  11723,  9116,  76570,  2730,
128,  8921,  8437,  41945,  2686,
128,  9100,  8805,  92056,  3768,
128,  8646,  7548,  54107,  2646,
128,  8788,  9264,  66475,  3713,
128,  9779,  7926,  113041,  6167,
128,  9492,  8316,  80032,  2776,
128,  9961,  7877,  53177,  2683,
128,  9477,  10407,  61830,  2663,
128,  9537,  7913,  78655,  3620,
128,  9231,  7842,  92564,  3037,
128,  10237,  8771,  60647,  2674,
128,  8655,  7992,  66388,  2707,
256,  20451,  26535,  112643,  11427,
256,  21189,  28588,  83740,  7720,
256,  20169,  25714,  85226,  7976,
256,  21225,  26843,  84316,  15560,
256,  20324,  26877,  126739,  7787,
256,  20599,  24889,  103693,  8092,
256,  20249,  25862,  115199,  8258,
256,  23587,  26587,  79877,  8058,
256,  21121,  24118,  94365,  8567,
256,  20247,  27835,  85151,  8180,
256,  21460,  27453,  86580,  8694,
256,  22220,  25928,  70591,  7950,
256,  19150,  25419,  97684,  7931,
256,  20513,  26649,  102479,  8016,
256,  20936,  29781,  109561,  7911,
256,  21349,  25709,  82189,  8325,
256,  20955,  26874,  76539,  8101,
256,  19381,  25425,  76097,  8032,
256,  21442,  27255,  90631,  8112,
256,  20906,  26561,  76380,  7722,
256,  20056,  26297,  75007,  7522,
256,  19983,  27861,  96152,  8029,
256,  19431,  25219,  86332,  7659,
256,  19803,  25842,  85024,  7728,
256,  20037,  24380,  69207,  16347,
256,  19844,  23610,  92977,  7770,
256,  21143,  24629,  135017,  7672,
256,  20129,  25246,  85600,  8383,
256,  19940,  25226,  101707,  8254,
256,  19934,  25468,  78021,  7841,
256,  21638,  24936,  87208,  8339,
256,  19880,  25409,  75346,  7806,
256,  19977,  27172,  96858,  8252,
256,  20276,  25016,  86618,  8438,
256,  20237,  26320,  84231,  7550,
256,  20465,  26611,  89688,  7723,
256,  21354,  25867,  85214,  7448,
256,  19646,  23300,  88892,  7825,
256,  18887,  24624,  88693,  7837,
256,  19871,  27277,  78770,  7609,
256,  20313,  26343,  85815,  7664,
256,  21334,  27723,  87017,  7703,
256,  20544,  26504,  112583,  7466,
256,  20609,  26144,  104507,  7762,
256,  20573,  23365,  96621,  7749,
256,  19618,  23281,  87646,  7510,
256,  20733,  24563,  129493,  7716,
256,  19915,  24914,  71227,  7621,
256,  19729,  24779,  88332,  7723,
256,  19655,  23595,  83740,  7976,
512,  65955,  96203,  397854,  36281,
512,  66394,  90378,  406156,  38918,
512,  72135,  98863,  412257,  41819,
512,  86776,  94783,  396741,  39677,
512,  71597,  94355,  394140,  38069,
512,  69744,  104349,  397528,  42432,
512,  65730,  101547,  398111,  40178,
512,  67383,  99210,  405572,  37892,
512,  63384,  94647,  403941,  50689,
512,  105410,  100153,  437077,  39627,
512,  68349,  94704,  397140,  46891,
512,  63268,  97999,  402918,  46781,
512,  68199,  93463,  403941,  46984,
512,  70769,  94860,  389297,  41117,
512,  63478,  92635,  388311,  40569,
512,  65510,  114951,  392315,  42852,
512,  67570,  96377,  399046,  38086,
512,  65985,  95457,  405706,  43834,
512,  72015,  101412,  409795,  43533,
512,  62731,  91839,  386893,  39263,
512,  70200,  97957,  399415,  49304,
512,  63618,  90169,  379906,  48778,
512,  72197,  95885,  402480,  50388,
512,  62759,  89586,  399793,  38267,
512,  67052,  92245,  530336,  47853,
512,  69673,  93851,  384886,  35817,
512,  68462,  96163,  405296,  45825,
512,  232061,  92377,  385928,  42114,
512,  65669,  91731,  400908,  43600,
512,  67080,  91503,  394203,  39552,
512,  69378,  89858,  390075,  36252,
512,  63619,  88055,  384681,  37849,
512,  61462,  89642,  385470,  51233,
512,  62792,  89827,  384289,  42701,
512,  65210,  93352,  382618,  41545,
512,  72452,  88685,  391445,  41479,
512,  63905,  93541,  397052,  43162,
512,  64958,  95860,  415550,  42063,
512,  64119,  90552,  382472,  35990,
512,  61270,  91081,  393296,  41636,
512,  61073,  89023,  385626,  40936,
512,  61898,  94509,  430309,  44573,
512,  65763,  91068,  390470,  37632,
512,  57411,  91735,  395828,  43471,
512,  63072,  89492,  391185,  42425,
512,  66648,  90995,  399286,  36461,
512,  57396,  87644,  452021,  44125,
512,  60913,  90415,  386655,  43282,
512,  60023,  88831,  392668,  38381,
512,  65127,  88749,  393329,  36769,
1024,  170761,  412966,  768276,  96731,
1024,  175279,  309854,  733185,  90614,
1024,  173098,  331820,  707931,  83204,
1024,  176628,  306973,  717320,  86848,
1024,  169657,  322261,  709364,  106919,
1024,  179158,  327368,  699975,  99838,
1024,  163825,  312608,  687228,  102567,
1024,  165705,  339220,  713438,  84465,
1024,  178758,  321660,  694870,  82991,
1024,  211885,  324941,  714504,  101643,
1024,  168221,  312949,  708903,  85809,
1024,  168086,  319513,  681776,  100596,
1024,  171759,  329692,  695442,  101250,
1024,  171065,  316328,  706782,  85368,
1024,  165456,  307468,  715677,  85361,
1024,  329580,  311330,  699381,  104156,
1024,  170434,  332476,  721549,  99072,
1024,  173607,  325763,  724457,  88749,
1024,  172228,  306770,  817071,  90585,
1024,  162663,  323782,  692587,  103440,
1024,  174045,  335772,  733845,  103963,
1024,  178262,  316334,  713008,  93223,
1024,  167745,  322786,  1212971,  92456,
1024,  164628,  306823,  741442,  89146,
1024,  167068,  302595,  714241,  104318,
1024,  162047,  314602,  893929,  90034,
1024,  169104,  318943,  687433,  97393,
1024,  165837,  328865,  711424,  101724,
1024,  173393,  320233,  720464,  97618,
1024,  167459,  330395,  731538,  90520,
1024,  167552,  306646,  687733,  102196,
1024,  172759,  324465,  690368,  95562,
1024,  178071,  325029,  714589,  88585,
1024,  173108,  532476,  697171,  97132,
1024,  173497,  324081,  682778,  101329,
1024,  173562,  324457,  716847,  99579,
1024,  164821,  307979,  733268,  102773,
1024,  174607,  314044,  695452,  99350,
1024,  169501,  311100,  716411,  107359,
1024,  176659,  316798,  742181,  89518,
1024,  175688,  438641,  723979,  97099,
1024,  174457,  315652,  733257,  98479,
1024,  175236,  340672,  745958,  93528,
1024,  174702,  320992,  721948,  94066,
1024,  173421,  327114,  705059,  85599,
1024,  169792,  324906,  753936,  94901,
1024,  175397,  314242,  743791,  101411,
