9275655,  10228256,  23936285,  19715060,  19296525,  6491984,  92397400,
9195796,  10269244,  23899280,  19376120,  19281549,  6182840,  92700193,
9228449,  10195517,  24713619,  21078729,  20503045,  6055365,  92986567,
9166446,  9964908,  24691527,  20927284,  20594318,  6421593,  92986567,
9311786,  10091395,  24652054,  21067203,  20617575,  6478557,  92986567,
9116813,  10252202,  34714375,  25150428,  24629154,  7000838,  92700193,
9109812,  10249243,  35000419,  25158682,  25050581,  6828913,  92700193,
8879753,  10288426,  36699100,  25255347,  24733658,  6266201,  92700193,
8912497,  10277772,  36453820,  25057529,  24832325,  6062000,  92700193,
8951954,  10285620,  36602273,  24892321,  24799541,  6590222,  92700193,
9982450,  12400300,  69015039,  40363979,  39307382,  6073741,  92700193,
9972370,  12325557,  69777110,  40167852,  39555528,  6492244,  92700193,
9950054,  12261434,  70714955,  39725624,  39037146,  6395021,  92700193,
9924587,  12450231,  69635738,  40108991,  39261362,  6621372,  92700193,
10043015,  12308655,  69984618,  40223727,  38665576,  6466662,  92700193,
11072073,  19947360,  160815719,  83454058,  82201212,  6504678,  92700193,
11348923,  20922994,  157113795,  85685388,  83627463,  6354818,  92700193,
11337561,  20223718,  169762011,  84100770,  82092857,  6489849,  92700193,
11387770,  20923710,  167707452,  84855685,  83190953,  6427918,  92700193,
11091941,  20324985,  169519057,  84609885,  82127917,  6403629,  92700193,
