107036, 289, 485909, 1805128, 180731, 94046, 5809389, 77140, 18071, 0, 181200, 8578208,
114464, 4253, 609405, 1805022, 174118, 92075, 5764674, 92716, 17444, 0, 174572, 8674625, 
112334, 5661, 607674, 1802563, 177150, 91766, 5763905, 91417, 18609, 0, 177721, 8671650, 
113714, 6290, 606301, 1802722, 176010, 92200, 5772716, 91388, 17125, 0, 176568, 8679024,
114355, 6222, 607318, 1806291, 176843, 91789, 5775825, 90884, 19088, 0, 177409, 8689181,
244487, 6624, 1088912, 1068965, 314769, 147629, 4698113, 153583, 25517, 0, 315093, 7748923,
240003, 6966, 1043602, 1068900, 307984, 147125, 4731342, 156899, 24230, 0, 308314, 7727381,
244169, 6905, 1047097, 1069155, 310644, 147929, 4720786, 154063, 24431, 0, 310962, 7725497,
241482, 7023, 1041689, 1069148, 313982, 147783, 4741035, 151970, 25288, 0, 314308, 7739726,
241181, 6946, 1047147, 1068777, 322857, 148017, 4734055, 153917, 25422, 0, 323185, 7748647,
365636, 3431, 1927053, 794741, 490611, 260131, 4091102, 163543, 54580, 0, 490802, 8151019,
393374, 2454, 2031461, 786597, 475360, 253966, 4040312, 168849, 55619, 0, 475545, 8208177,
371554, 3106, 1994342, 791029, 465958, 253822, 4016312, 169720, 54281, 0, 466155, 8120321,
390001, 2922, 2061623, 791710, 471137, 255309, 4049342, 171644, 54969, 0, 471322, 8248842,
375316, 2991, 1966577, 790273, 476576, 254968, 4036948, 168465, 55329, 0, 476769, 8127636,
655547, 100, 3038891, 658681, 732166, 485139, 3268900, 359304, 119040, 0, 732259, 9317861,
630689, 106, 2830383, 663015, 737702, 480346, 3263925, 342146, 120235, 0, 737798, 9068643,
637737, 79, 2972698, 690632, 742141, 489326, 3302345, 356922, 120899, 0, 742242, 9312880,
634468, 91, 2841050, 670252, 744467, 498092, 3287131, 350735, 124944, 0, 744563, 9151326,
612729, 78, 2870684, 694663, 701129, 483911, 3570143, 348942, 127405, 0, 701227, 9409782,
