16384, 32, 26970, 128566, 9.45569e+06, 9.87429e+06, 26508, 748836, 150203, 70253, 1.84591e+06, 8687, 26800, 6917, 2.23696e+07,
16384, 40, 29165, 144659, 9.20766e+06, 9.78336e+06, 27304, 616438, 161759, 61876, 1.86443e+06, 8033, 25756, 5480, 2.19359e+07,
16384, 48, 29215, 135578, 8.92885e+06, 9.6865e+06, 23835, 518251, 173232, 56176, 1.56505e+06, 6755, 21870, 4636, 2.115e+07,
16384, 56, 29114, 143977, 8.56612e+06, 9.35566e+06, 26151, 454695, 192091, 51947, 1.38994e+06, 6815, 22828, 4021, 2.02434e+07,
16384, 64, 27030, 134666, 8.40225e+06, 9.26659e+06, 23309, 405567, 218134, 49062, 1.20889e+06, 5854, 20423, 3477, 1.97653e+07,
16384, 72, 29087, 161644, 8.39707e+06, 9.34125e+06, 25047, 370308, 245402, 59095, 1.39442e+06, 6335, 24645, 3125, 2.00574e+07,
16384, 80, 27013, 164065, 8.27648e+06, 9.27477e+06, 23495, 336182, 279283, 58163, 1.2392e+06, 5606, 22344, 2812, 1.97094e+07,
16384, 88, 26950, 173087, 8.24063e+06, 9.39218e+06, 25289, 310024, 310421, 53055, 1.16939e+06, 6178, 26021, 2569, 1.97358e+07,
16384, 96, 26897, 182096, 8.19358e+06, 9.40528e+06, 24035, 285417, 351486, 54625, 1.07508e+06, 5729, 24672, 2555, 1.96315e+07,
16384, 104, 28009, 182780, 8.11964e+06, 9.294e+06, 24185, 269266, 379850, 51319, 1.05011e+06, 6101, 24843, 2064, 1.94322e+07,
16384, 112, 29661, 188600, 8.10692e+06, 9.3328e+06, 21673, 250252, 417598, 50212, 985298, 5603, 23971, 2003, 1.94146e+07,
16384, 120, 26826, 192178, 7.97235e+06, 9.09287e+06, 24012, 237010, 451202, 49143, 968692, 6263, 23835, 1846, 1.90462e+07,
16384, 128, 29046, 190814, 8.00172e+06, 9.17957e+06, 21466, 222061, 491263, 49152, 919839, 5668, 23193, 1767, 1.91356e+07,
16384, 136, 29055, 637032, 8.00415e+06, 9.22754e+06, 27313, 215828, 522430, 51977, 1.21094e+06, 7354, 26347, 1650, 1.99616e+07,
16384, 144, 29191, 562106, 7.91667e+06, 9.11493e+06, 25194, 204747, 561230, 51319, 1.16024e+06, 9907, 25805, 1541, 1.96629e+07,
16384, 152, 29446, 572369, 7.97501e+06, 9.17351e+06, 27776, 198138, 597602, 50961, 1.15291e+06, 7985, 26421, 1446, 1.98136e+07,
16384, 160, 26979, 545755, 7.93921e+06, 9.15626e+06, 24279, 187173, 633245, 49598, 1.0857e+06, 7351, 25810, 1358, 1.96827e+07,
16384, 168, 29043, 547806, 7.90752e+06, 9.23273e+06, 26073, 182740, 668852, 47892, 1.1308e+06, 7770, 26600, 1308, 1.98091e+07,
16384, 176, 28908, 534233, 7.91891e+06, 9.24173e+06, 23735, 174222, 705327, 51115, 1.07254e+06, 7795, 29185, 1370, 1.97891e+07,
16384, 184, 29239, 532423, 7.83425e+06, 9.07255e+06, 25700, 169611, 742050, 46332, 1.04647e+06, 7276, 29058, 1219, 1.95362e+07,
16384, 192, 29119, 528606, 7.80464e+06, 9.10763e+06, 23340, 161844, 781300, 45831, 993530, 6913, 25583, 1162, 1.95095e+07,
