16384, 32, 33621, 1.25312e+06, 520, 7282, 0, 1.42341e+06, 15, 263817, 0, 782838, 0, 5039, 7544, 19636, 17359, 3.8142e+06,
16384, 64, 29260, 714370, 257, 5019, 0, 716805, 1, 259549, 0, 437883, 0, 2558, 5380, 12493, 11160, 2.19474e+06,
16384, 96, 28949, 586761, 171, 4217, 0, 479345, 0, 266965, 0, 334666, 0, 1735, 5065, 13084, 9150, 1.73011e+06,
16384, 128, 29900, 506382, 128, 3802, 0, 360591, 1, 268364, 0, 279036, 0, 1306, 5428, 12693, 7210, 1.47484e+06,
16384, 160, 29145, 713163, 103, 3644, 0, 288715, 0, 272714, 0, 365613, 0, 1055, 5703, 13773, 8467, 1.7021e+06,
16384, 192, 31272, 677665, 87, 3562, 0, 241362, 1, 275226, 0, 318288, 0, 898, 5011, 13437, 7337, 1.57415e+06,
16384, 224, 31424, 659008, 75, 3458, 0, 207463, 0, 276092, 0, 288783, 0, 779, 4917, 13748, 8029, 1.49378e+06,
16384, 256, 33507, 639530, 64, 3280, 0, 182088, 0, 279261, 0, 265531, 0, 675, 5139, 13552, 6689, 1.42932e+06,
16384, 288, 33442, 541560, 57, 3528, 0, 163796, 11, 285023, 0, 321503, 0, 790, 5810, 14768, 9697, 1.37998e+06,
16384, 320, 29011, 523224, 52, 3342, 0, 146923, 0, 282296, 0, 295164, 0, 560, 5000, 14419, 6691, 1.30668e+06,
16384, 352, 32389, 518416, 47, 3273, 0, 133879, 0, 283253, 0, 278601, 0, 512, 5004, 14849, 7219, 1.27744e+06,
16384, 384, 28826, 521295, 43, 3299, 0, 123269, 0, 287574, 0, 264102, 0, 476, 5115, 14647, 6335, 1.25498e+06,
16384, 416, 30453, 444366, 41, 3343, 0, 114460, 0, 288683, 0, 300212, 0, 441, 5250, 15427, 7034, 1.20971e+06,
16384, 448, 30045, 444886, 37, 3301, 0, 106233, 0, 290597, 0, 284790, 0, 416, 4954, 15113, 6451, 1.18682e+06,
16384, 480, 28705, 449642, 35, 3250, 0, 99379, 0, 293934, 0, 273478, 0, 394, 5029, 15828, 6684, 1.17636e+06,
16384, 512, 29493, 446807, 32, 3099, 0, 93072, 0, 291235, 0, 262046, 0, 365, 5068, 15104, 6010, 1.15233e+06,
16384, 640, 32545, 424806, 28, 3226, 0, 75963, 8, 306027, 0, 262696, 0, 321, 5340, 16479, 6292, 1.13373e+06,
16384, 768, 29195, 394201, 22, 3271, 0, 64008, 0, 298118, 0, 259526, 0, 267, 5389, 17569, 5598, 1.07716e+06,
16384, 896, 28899, 379956, 19, 3352, 0, 56077, 0, 305340, 0, 258826, 0, 245, 5558, 18682, 5626, 1.06258e+06,
16384, 1024, 29080, 357716, 16, 3220, 0, 48845, 0, 296882, 0, 255420, 0, 206, 5672, 19805, 5343, 1.0222e+06,
16384, 1152, 29263, 363368, 15, 3399, 0, 44240, 0, 297962, 0, 254748, 0, 202, 6138, 22012, 5331, 1.02668e+06,
16384, 1280, 29224, 356347, 13, 3389, 0, 39600, 0, 300066, 0, 251666, 0, 181, 6193, 23066, 5388, 1.01513e+06,
16384, 1408, 28757, 349470, 12, 3403, 0, 36637, 0, 300973, 0, 250990, 0, 173, 6582, 24515, 5284, 1.0068e+06,
16384, 1536, 29267, 346228, 11, 3513, 0, 33716, 0, 300043, 0, 249982, 0, 164, 6764, 24853, 5247, 999788,
16384, 1664, 29116, 347795, 10, 3498, 0, 31043, 0, 303256, 0, 247299, 0, 151, 6784, 26824, 5211, 1.00099e+06,
16384, 1792, 29150, 341761, 10, 3535, 0, 29065, 0, 303383, 0, 247607, 0, 149, 7015, 27877, 5206, 994758,
16384, 1920, 29402, 341866, 9, 3552, 0, 27334, 1, 300969, 0, 243572, 0, 148, 7607, 30522, 5181, 990163,
16384, 2048, 29672, 340024, 8, 3532, 0, 25621, 0, 304658, 0, 242475, 0, 135, 7885, 29443, 4882, 988335,
