726031965,  801316731,  226699279,  225837801,  228139903,  3823536,  191874987,
718667274,  796873406,  224808515,  234088047,  233477783,  3707837,  191874987,
717406199,  792291505,  231441534,  231687832,  234691244,  4266250,  191874987,
716961980,  796022561,  228009624,  228485336,  229151769,  4211311,  191874987,
722279094,  801625352,  232338132,  229141743,  230625896,  4784541,  191874987,
692378365,  791021395,  245874398,  244006932,  242385562,  4841857,  191874987,
687129827,  797348361,  249409547,  250803001,  240030078,  4744566,  191874987,
693003803,  781797486,  244390901,  241931505,  240251589,  4741318,  191874987,
699914144,  793749252,  248329606,  253376770,  238674680,  5265250,  191874987,
700491489,  793753292,  250189491,  263372689,  241454111,  5337281,  191874987,
653515280,  751262740,  225003383,  233317108,  217478747,  6267790,  191874987,
646459366,  745163914,  233788338,  238653131,  216674634,  6343868,  191874987,
650365319,  742453212,  231063095,  237460139,  211709289,  5968315,  191874987,
653407957,  748235605,  231152860,  236329158,  227643258,  5813846,  191874987,
656593439,  754499673,  227203077,  235737741,  216096117,  6342183,  191874987,
20104059,  124295984,  238516102,  235989149,  220769495,  6711178,  192132863,
19189060,  125147741,  235756760,  233565476,  219926178,  6626020,  191874987,
20857719,  125196600,  240062967,  235103520,  222275933,  6727432,  193488405,
19288929,  123310782,  237997670,  241379125,  223687214,  6801068,  193488405,
20127827,  128291029,  238939848,  239392940,  222901414,  7610604,  193488405,
16304740,  126910389,  250560175,  239077513,  224837836,  7312387,  191874987,
15711965,  123630388,  253477117,  241392061,  225637503,  6862600,  191874987,
17203472,  122961149,  252121064,  240890496,  226992976,  6685599,  191874987,
17649583,  124603824,  250511845,  244965781,  232475646,  7787384,  191874987,
15773408,  116959028,  249918033,  248804785,  227007343,  5767182,  191874987,
14744904,  121661657,  283513396,  251475897,  242064734,  8400578,  191874987,
14215271,  123830018,  286394228,  250935736,  236021976,  8623981,  191874987,
15524003,  124040554,  295471090,  256808791,  231579316,  6496211,  191874987,
16003423,  117010516,  285599420,  250303470,  232262990,  7450294,  191874987,
14617262,  119367578,  288985788,  249992827,  240598341,  7004742,  191874987,
20937333,  126509786,  384136590,  268595438,  255833506,  7332220,  191874987,
20647439,  126930030,  381272872,  273684516,  255627384,  7282894,  191874987,
21515723,  126660381,  381675568,  270086274,  250989594,  6795064,  191874987,
20673866,  121443573,  380829496,  265516938,  255516712,  6946114,  191874987,
21477269,  124908635,  375739306,  265350403,  254133236,  7283475,  191874987,
