32768, 32, 46302, 4.68056e+06, 1024, 19887, 0, 1.10601e+07, 30, 671512, 0, 5.97612e+06, 2, 10228, 14930, 40840, 31852, 2.25534e+07,
32768, 64, 40407, 2.70684e+06, 512, 15243, 0, 5.5809e+06, 0, 689517, 0, 3.28125e+06, 0, 4757, 10679, 28611, 14728, 1.23734e+07,
32768, 96, 35590, 2.50457e+06, 352, 14287, 0, 3.75456e+06, 4, 704401, 0, 2.66061e+06, 0, 3615, 10489, 30937, 20118, 9.73954e+06,
32768, 128, 38377, 2.16299e+06, 256, 13161, 0, 2.82242e+06, 2, 710989, 0, 2.30243e+06, 0, 2467, 10968, 30101, 16341, 8.1105e+06,
32768, 160, 36954, 2.99861e+06, 207, 13116, 0, 2.2389e+06, 0, 718315, 0, 3.01318e+06, 0, 2001, 11531, 35191, 18173, 9.08618e+06,
32768, 192, 36609, 2.7978e+06, 171, 13331, 0, 1.87452e+06, 0, 729481, 0, 2.60469e+06, 0, 1666, 10360, 34738, 16045, 8.11941e+06,
32768, 224, 35769, 2.66861e+06, 147, 13357, 0, 1.61484e+06, 0, 728992, 0, 2.41868e+06, 0, 1448, 10270, 35155, 16911, 7.54417e+06,
32768, 256, 35455, 2.53303e+06, 128, 12663, 0, 1.41018e+06, 3, 737375, 0, 2.27428e+06, 0, 1286, 10824, 34991, 14778, 7.06499e+06,
32768, 288, 35533, 1.96406e+06, 118, 13164, 0, 1.26232e+06, 0, 743859, 0, 2.67742e+06, 0, 1243, 11481, 40961, 17031, 6.76719e+06,
32768, 320, 39264, 1.95335e+06, 107, 13278, 0, 1.13957e+06, 12, 750034, 0, 2.46882e+06, 0, 1326, 11287, 40921, 17258, 6.43523e+06,
32768, 352, 37339, 1.96518e+06, 98, 13308, 0, 1.04284e+06, 6, 761030, 0, 2.3524e+06, 0, 1163, 11219, 40745, 17383, 6.24271e+06,
32768, 384, 35187, 1.92363e+06, 86, 13155, 0, 950942, 0, 750643, 0, 2.2669e+06, 0, 882, 11051, 39869, 14184, 6.00652e+06,
32768, 416, 35514, 1.5826e+06, 79, 13517, 0, 883284, 0, 764349, 0, 2.54726e+06, 0, 856, 11665, 46699, 15131, 5.90096e+06,
32768, 448, 35330, 1.59797e+06, 74, 13383, 0, 825146, 0, 771480, 0, 2.40779e+06, 0, 780, 11212, 46797, 14352, 5.72432e+06,
32768, 480, 36331, 1.62372e+06, 69, 13226, 0, 769825, 0, 762831, 0, 2.32538e+06, 0, 738, 11146, 45237, 14938, 5.60344e+06,
32768, 512, 35563, 1.62722e+06, 64, 12807, 0, 719656, 0, 766989, 0, 2.26281e+06, 0, 699, 11494, 45213, 13259, 5.49578e+06,
32768, 640, 35597, 1.43762e+06, 53, 13304, 0, 578744, 1, 785884, 0, 2.2622e+06, 0, 608, 12178, 50769, 13395, 5.19036e+06,
32768, 768, 52745, 1.46838e+06, 62, 23394, 0, 585719, 18, 887797, 0, 2.83532e+06, 0, 11764, 22333, 62390, 17745, 5.96767e+06,
32768, 896, 35698, 1.2128e+06, 43, 13610, 0, 417556, 7, 794012, 0, 2.25818e+06, 0, 492, 13095, 61036, 14589, 4.82112e+06,
32768, 1024, 38573, 1.13758e+06, 32, 13115, 0, 363410, 2, 789453, 0, 2.2568e+06, 0, 434, 13556, 65912, 12519, 4.69139e+06,
32768, 1152, 36037, 1.09885e+06, 29, 12989, 0, 323354, 0, 794677, 0, 2.25686e+06, 0, 350, 14205, 71301, 12461, 4.62112e+06,
32768, 1280, 36959, 1.0493e+06, 26, 14322, 0, 292658, 0, 793946, 0, 2.25276e+06, 0, 343, 14637, 76862, 12483, 4.54429e+06,
32768, 1408, 36716, 1.02091e+06, 24, 13323, 0, 268028, 0, 800148, 0, 2.25313e+06, 0, 311, 15170, 81509, 12568, 4.50183e+06,
32768, 1536, 36851, 999261, 22, 13011, 0, 244592, 1, 815267, 0, 2.25383e+06, 0, 292, 15848, 87425, 12256, 4.47865e+06,
32768, 1664, 41134, 981585, 20, 13320, 0, 226979, 0, 812909, 0, 2.24833e+06, 0, 295, 16200, 90534, 12964, 4.44427e+06,
32768, 1792, 37854, 947181, 20, 12904, 0, 210698, 1, 823382, 0, 2.24901e+06, 0, 290, 16878, 97734, 12720, 4.40867e+06,
32768, 1920, 36421, 933073, 18, 12836, 0, 197331, 0, 824749, 0, 2.2441e+06, 0, 243, 18206, 107449, 12535, 4.38696e+06,
32768, 2048, 36736, 926970, 16, 13421, 0, 184764, 1, 838027, 0, 2.2396e+06, 0, 246, 18489, 107839, 12274, 4.37838e+06,
