340356, 308, 2474614, 584778, 403991, 290021, 46388089, 172451, 220919, 313645, 407515, 51192696, 
336160, 2656, 2759489, 581497, 407538, 282829, 46744185, 175365, 230138, 315830, 411065, 51839214, 
352350, 5245, 2557402, 586819, 418769, 276837, 47166721, 174161, 234647, 317535, 422180, 52093897, 
354919, 2664, 2758454, 583148, 417905, 288207, 47003300, 175250, 233702, 316697, 421448, 52137789, 
341321, 4382, 2579739, 573924, 402388, 273309, 46473087, 170178, 234536, 315618, 405834, 51371928, 
602328, 478, 2981227, 863319, 741556, 611621, 45917289, 278182, 214205, 277725, 743411, 52489785, 
603036, 12387, 3226069, 864400, 747379, 610982, 45779313, 276958, 212696, 279245, 749249, 52614335, 
595274, 14834, 2991936, 864944, 742915, 609958, 45948148, 276338, 214718, 278663, 744784, 52539597, 
596628, 8914, 3232155, 867502, 740929, 616104, 46668345, 285824, 214801, 280486, 742890, 53513649, 
612568, 9780, 3040480, 883175, 761032, 645628, 46780511, 276909, 217308, 280423, 762857, 53509639, 
1213762, 1644, 4524391, 1560913, 1613798, 1354597, 44683152, 473552, 220747, 249434, 1614735, 55896927, 
1206259, 20288, 4865579, 1568917, 1626264, 1438933, 46508480, 499968, 220917, 250816, 1627246, 58207403, 
1201691, 21365, 4558206, 1558621, 1606265, 1352053, 44590372, 470938, 221563, 248600, 1607200, 55830609, 
1203880, 23425, 4887707, 1588255, 1625329, 1347836, 44667196, 463284, 217619, 249839, 1626334, 56275375, 
1192658, 19434, 4516305, 1584867, 1655788, 1340169, 44666069, 468831, 219165, 250599, 1656734, 55914831, 
2342245, 4341, 7992235, 3266750, 3757407, 3055649, 42219886, 927740, 287209, 218043, 3757911, 64072009, 
2366695, 44354, 8059086, 3562515, 3848216, 3163288, 42653532, 931334, 291250, 218844, 3848706, 65139604, 
2377028, 47458, 8075008, 3378838, 3822318, 3161164, 42700132, 941860, 289181, 221270, 3822811, 65014750, 
2331487, 41579, 8014117, 3382270, 3849447, 3170924, 42637727, 931101, 291098, 223230, 3849944, 64873477, 
2335727, 49653, 8088068, 3341915, 3844024, 3180720, 42719618, 937006, 288637, 219192, 3844510, 65005046, 
